"","geneID","flL1L2-ERR1466827","flL1L2-ERR1466828","FLF-ERR1466829","FLF-ERR1466830","FLM-ERR1466831","FLM-ERR1466832","iL3-ERR1466833","iL3-ERR1466834","PF-ERR1466835","pL1L2-ERR1466836","Location","Description","InterPro","GO_term","UniProtKB","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"34","SPAL_0000018600",0,0.0264461442784298,0.0398206056059364,0.0797938917722513,0,0,0.0618812803637753,0.177572551186119,0,0.0729801737534923,"SPAL_contig0000086","PLAT domain-containing protein","PLAT/LH2_dom","protein binding","A0A0N5B284","",NA,"",NA,"",NA,"",NA
"35","SPAL_0000021300",0.048125799684036,0.107666939649284,0.0793092532412369,0.0809999125200856,0.16888076041377,0.0564315605797942,0,0,0.0409323516195846,0,"SPAL_contig0000086","F-box domain-containing protein",NA,NA,"A0A0N5B2B1","",NA,"SRAE_1000329000 | WBGene00259907",31.8653,"SVE_0806700",29.7927,"",NA
"36","SPAL_0000021400",0,0.0271375879228729,0.0400879100819445,0.0532369542204915,0.0336663143616743,0,0.130592678927671,0.0256772740624121,0,0,"SPAL_contig0000086","",NA,NA,"A0A0N5B2B2","",NA,"SRAE_1000329000 | WBGene00259907",38.7755,"SVE_0518500",24.4898,"",NA
"37","SPAL_0000021900",0,0,0,0,0,0,0,0.0260164397930099,0,0,"SPAL_contig0002417","Integrase_H2C2 domain-containing protein","Integrase_H2C2, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf",NA,"A0A0N5B2B3","SSTP_0000688850",37.4233,"",NA,"SVE_1450500",3.68098,"",NA
"38","SPAL_0000022000",0,0.0647821138180463,0,0.0327381225178817,0,0.0684284214921448,0.234063911242463,0.0790957211995954,0.174097864702759,0,"SPAL_contig0002417","Integrase catalytic domain-containing protein","Integrase_cat-core, RNaseH-like_sf, RNaseH_sf, Integrase_H2C2","DNA integration, nucleic acid binding","A0A0N5B2B4","",NA,"",NA,"SVE_1317600",53.3708,"",NA
"39","SPAL_0000023100",0,0.107717016801779,0,0,0.033806945967334,0.0565046274292961,0,0,0.737271632452205,0,"SPAL_contig0001160","Metalloendopeptidase","Peptidase_M12A, Peptidase_Metallo, MetalloPept_cat_dom_sf","metalloendopeptidase activity, metallopeptidase activity, proteolysis, zinc ion binding, hydrolase activity, metal ion binding, peptidase activity","A0A0N5B2C4","",NA,"SRAE_X000144200 | WBGene00267011",44.5755,"SVE_0060600",66.7453,"",NA
"40","SPAL_0000023300",0,0.16831473712347,0,0.0266289935748121,0.0669943567452908,0.110818024019496,0,0,0.0826143602773928,0,"SPAL_contig0001758","RNA-dependent RNA polymerase",NA,NA,"A0A0N5B2C6","",NA,"SRAE_1000311500 | WBGene00259732",28.0899,"SVE_1009400",0,"",NA
"41","SPAL_0000023800",0,0.107960660194426,0.0398052531777209,0.0269008060102814,0.0337605797934093,0.196877063593503,0.0649241159285357,0,0,0,"SPAL_contig0003957","Integrase_H2C2 domain-containing protein",NA,NA,"A0A0N5B2D1","SSTP_0001071400",17.8862,"SRAE_0000058800 | WBGene00256334",5.28455,"",NA,"",NA
"42","SPAL_0000023900",0,0.0268858214896314,0,0,0,0,0.0646305091952535,0.145876939232382,0.0442426474657971,0,"SPAL_contig0003546","Zinc metalloproteinase","Peptidase_M12A, Peptidase_Metallo, Metallopeptidase_nem, MetalloPept_cat_dom_sf, Astacin-like_dom","molting cycle, collagen and cuticulin-based cuticle, metalloendopeptidase activity, metallopeptidase activity, proteolysis, zinc ion binding, hydrolase activity, metal ion binding, peptidase activity, extracellular region","A0A0N5B2D2","SSTP_0000274400",47.2036,"SRAE_X000066100 | WBGene00266220",43.1767,"SVE_0645600",70.0224,"",NA
"43","SPAL_0000024000",0,0,0,0,0,0,0.368704010943872,0.505959283363633,0,0,"SPAL_contig0003473","Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 3","Glyco_trans_14","glycosyltransferase activity, membrane, transferase activity, Golgi membrane","A0A0N5B2D3","SSTP_0000941300",65,"SRAE_2000511600 | WBGene00265370",69.0476,"SVE_1217600",85,"T14B4.9 | WBGene00020503",24.7619
"44","SPAL_0000024100",0.0486865093541302,0,0.240242452352234,0.134101774375739,0,0.0280591180457542,0,0.0258369092137499,0,0,"SPAL_contig0001099","",NA,NA,"A0A0N5B2D4","",NA,"",NA,"SVE_1277200",22.0994,"",NA
"45","SPAL_0000031700",0,0.134604262330315,0.158642589693126,0.162024606760094,0.0675625362056748,0.0282202287821678,0.0647238859874939,0.0259238625773808,0.163754777685861,0.066334448023044,"SPAL_scaffold0000021","BTB domain-containing protein","BTB/POZ_dom, TRAF-like, SKP1/BTB/POZ_sf","protein binding","A0A0N5B2L1","",NA,"",NA,"",NA,"",NA
"46","SPAL_0000031800",0,0.108373998145371,0,0.0531008077427767,0,0,0,0,0.204745284375316,0.0668897393063884,"SPAL_scaffold0000021","Mediator of RNA polymerase II transcription subunit 7",NA,NA,"A0A0N5B2L2","",NA,"",NA,"SVE_0477600",56.9444,"",NA
"47","SPAL_0000034200",0,0,0,0,0,0,0,0.0364796665600597,0,0,"SPAL_contig0001432","Histone-lysine N-methyltransferase SETMAR","RNaseH_sf","nucleic acid binding","A0A0N5B2N7","SSTP_0000004800",56.3025,"",NA,"",NA,"",NA
"48","SPAL_0000034300",0,0,0,0,0,0.0283645296364127,0,0,0,0,"SPAL_contig0001432","CLASP_N domain-containing protein",NA,NA,"A0A0N5B2N8","",NA,"",NA,"SVE_0677600",28.3019,"",NA
"49","SPAL_0000034400",0,0,0,0.0267654836434383,0.0339314563633142,0,0,0,0.0827641194634448,0,"SPAL_contig0001432","",NA,NA,"A0A0N5B2N9","",NA,"",NA,"SVE_0603400",87.8788,"",NA
"50","SPAL_0000034500",0,0,0,0,0,0,0,0.025906652526441,0.0410730484655895,0,"SPAL_contig0001432","Reverse transcriptase domain-containing protein","RT_dom, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf",NA,"A0A0N5B2P0","",NA,"SRAE_0000063600 | WBGene00256384",25.3219,"SVE_0666900",25.7511,"",NA
"51","SPAL_0000034525",0,0.0268882707641712,0,0,0,0,0,0,0.116330850834703,0,"SPAL_contig0001432","Integrase catalytic domain-containing protein","Integrase_cat-core, RNaseH-like_sf, RNaseH_sf","DNA integration, nucleic acid binding","A0A0N5B2P1","",NA,"",NA,"SVE_0264000",32.1285,"",NA
"52","SPAL_0000034600",0,0.0277709890558815,0,0,0,0,0,0.0519479588726658,0,0,"SPAL_contig0001074","ATP-dependent DNA helicase","DNA_helicase_pif1-like, P-loop_NTPase","telomere maintenance, DNA helicase activity, DNA repair, hydrolase activity, nucleotide binding, ATP binding, cellular response to DNA damage stimulus, DNA recombination, DNA duplex unwinding, helicase activity, ATP hydrolysis activity","A0A0N5B2P2","",NA,"",NA,"SVE_0800800",44.4915,"",NA
"53","SPAL_0000034700",0.0486040583320502,0.108777499578181,0,0,0,0,0.129242555025422,0.0251341181382636,0,0.132746462503981,"SPAL_contig0001074","",NA,NA,"A0A0N5B2P3","",NA,"",NA,"",NA,"",NA
"54","SPAL_0000034800",0,0.082595236874581,0.0404120761845338,0.0528042660375736,0.100205852702527,0,0.196051414595532,0.076209462123574,0.123210710959244,0,"SPAL_contig0001074","ING domain-containing protein",NA,NA,"A0A0N5B2P4","",NA,"",NA,"",NA,"",NA
"55","SPAL_0000034900",0.0963990821843067,0.115445704815516,0.198535514914417,0.0269848584736484,0.033784754027677,0.056407154801642,0,0.129581007629587,0.204804999591464,0,"SPAL_contig0001074","RNA helicase","Helicase_C, DEAD/DEAH_box_helicase_dom, Helicase_ATP-bd, P-loop_NTPase","nucleic acid binding, ATP binding, nucleotide binding","A0A0N5B2P5","",NA,"",NA,"SVE_0216900",26.9461,"",NA
"56","SPAL_0000035000",0,0,0,0,0.0338300556741901,0,0,0,0,0,"SPAL_contig0000851","Peptidase A2 domain-containing protein","Peptidase_aspartic_dom_sf",NA,"A0A0N5B2P6","",NA,"",NA,"SVE_0603400",78.3715,"",NA
"57","SPAL_0000036200",0,0.0186983163260599,0,0.0268758701333472,0,0,0,0,0,0,"SPAL_contig0003962","SCP domain-containing protein","CRISP-related, CAP_domain, CAP_sf",NA,"A0A0N5B2Q8","",NA,"SRAE_2000076500 | WBGene00260965",29.1667,"",NA,"",NA
"58","SPAL_0000036400",0.0482354507239012,0.0538000251740359,0,0,0,0,0,0.0257050345432814,0.144401868725148,0.141755505654893,"SPAL_contig0001358","glucuronosyltransferase","UDP_glucos_trans","UDP-glycosyltransferase activity, membrane, glycosyltransferase activity, transferase activity, glucuronosyltransferase activity","A0A0N5B2R0","SSTP_0000161500",67.3077,"SRAE_2000493400 | WBGene00265181",62.5,"SVE_0334000",78.8462,"",NA
"59","SPAL_0000036575",0,0,0,0,0,0,0.0644801227222979,0,0,0,"SPAL_contig0000805","",NA,NA,"A0A0N5B2R2","",NA,"",NA,"SVE_0797500",38.6792,"",NA
"60","SPAL_0000039100",0,0,0,0,0,0,0,0,0,0,"SPAL_contig0004404","RT_RNaseH_2 domain-containing protein","RT_RNaseH_2, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf",NA,"A0A0N5B2T8","",NA,"",NA,"SVE_1702000",0.507614,"",NA
"61","SPAL_0000039200",0,0.108048220592808,0.0796855496468389,0.0537996862500189,0.0337741416010915,0.0843811444046994,0.0649767264565052,0.103482135349371,0.0410099932830247,0,"SPAL_contig0002611","RanBD1 domain-containing protein",NA,NA,"A0A0N5B2T9","",NA,"",NA,"SVE_0234500",28.3898,"",NA
"62","SPAL_0000039300",0,0,0.159857122679944,0.0269555811067654,0,0.0281860794581083,0,0.0520925949870528,0.0411215876175528,0,"SPAL_contig0002611","","AT_hook_DNA-bd_motif","DNA binding","A0A0N5B2U0","",NA,"",NA,"",NA,"",NA
"63","SPAL_0000040600",0.0489183696232471,0.109882335674837,0.0805617346286709,0.0525483837811568,0.0761755033972058,0,0.0650825085102414,0.21094644497232,0.0408608162981591,0.21837657329382,"SPAL_contig0002708","Protein-tyrosine-phosphatase","RNaseH_sf","nucleic acid binding","A0A0N5B2V3","",NA,"",NA,"",NA,"",NA
"64","SPAL_0000040700",0,0.189473072391663,0.0401763286004185,0.0266420396665016,0,0.0278692814796487,0.0654271527616575,0.123033527300185,0.123305411686823,0,"SPAL_contig0001184","USP domain-containing protein","Peptidase_C19_UCH, USP_dom, Papain-like_cys_pep_sf","protein deubiquitination, cysteine-type deubiquitinase activity","A0A0N5B2V4","",NA,"",NA,"SVE_0780400",75.5245,"",NA
"65","SPAL_0000040800",0,0.0270425023491241,0,0.0533894334224945,0,0,0.195256656881167,0.0514544092607097,0.122888086811835,0.066756561382623,"SPAL_contig0001184","DUF1768 domain-containing protein","NADAR, YbiA-like_sf",NA,"A0A0N5B2V5","",NA,"",NA,"SVE_0292300",62.2093,"",NA
"66","SPAL_0000041000",0,0.0884860974416504,0.0519118506241462,0.0274337293045806,0,0.0277942116124266,0.0629167929060533,0.263741756603,0,0,"SPAL_contig0001447","Glycosyltransferase family 2 protein",NA,NA,"A0A0N5B2V7","",NA,"",NA,"",NA,"",NA
"67","SPAL_0000041200",0,0,0,0,0,0,0,0,0,0,"SPAL_contig0001447","Mut7-C domain-containing protein",NA,NA,"A0A0N5B2V9","",NA,"",NA,"",NA,"",NA
"68","SPAL_0000041500",0,0.0270182470943526,0,0.0270341266473387,0,0,0,0.051938538991009,0,0,"SPAL_contig0000060","Reverse transcriptase domain-containing protein","RT_dom, RT_RNaseH_2, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf",NA,"A0A0N5B2W3","",NA,"SRAE_0000072000 | WBGene00256477",82.7476,"SVE_0603500",89.7764,"",NA
"69","SPAL_0000041600",0,0,0,0.0265932505886973,0,0,0,0,0,0.0674814869252415,"SPAL_contig0000060","","DNA/RNA_pol_sf",NA,"A0A0N5B2W4","",NA,"",NA,"SVE_0603400",50,"",NA
"70","SPAL_0000041700",0.096237387414067,0.10768682285801,0.0396544587484395,0.108147635194078,0.169011582961858,0.0565035309251345,0,0.0259475324387243,0,0,"SPAL_contig0000060","",NA,NA,"A0A0N5B2W5","",NA,"",NA,"SVE_0603400",68.7215,"",NA
"71","SPAL_0000043100",0,0,0,0,0,0,0.0651258338707851,0.0257589779811156,0,0,"SPAL_contig0000744","RT_RNaseH_2 domain-containing protein","RT_RNaseH_2, DNA/RNA_pol_sf",NA,"A0A0N5B2Y0","SSTP_0000289666",34.6591,"",NA,"SVE_0092600",63.6364,"",NA
"72","SPAL_0000043200",0,0,0,0,0,0,0,0,0.0408999350953133,0,"SPAL_contig0000744","Integrase catalytic domain-containing protein","Integrase_cat-core, RNaseH-like_sf, RNaseH_sf, Integrase_H2C2","DNA integration, nucleic acid binding","A0A0N5B2Y1","SSTP_0000642000",29.5775,"SRAE_X000232700 | WBGene00267911",38.0282,"SVE_1780600",9.15493,"",NA
"73","SPAL_0000043300",0,0,0,0,0.0676597789397628,0,0,0,0,0,"SPAL_contig0000744","RNA-binding protein",NA,NA,"A0A0N5B2Y2","SSTP_0000066000",45.2381,"",NA,"SVE_0611200",80.9524,"",NA
"74","SPAL_0000043700",0,0,0,0.0271608193419723,0,0,0,0,0,0,"SPAL_contig0001716","Methylmalonyl Co-A mutase-associated GTPase MeaB",NA,NA,"A0A0N5B2Y6","",NA,"SRAE_0000061300 | WBGene00256360",70.6897,"SVE_1665500",96.5517,"",NA
"75","SPAL_0000044000",0,0.0268691486644837,0.0395610091914248,0,0,0,0,0.0259456930112702,0,0,"SPAL_contig0002917","Reverse transcriptase domain-containing protein","RT_dom",NA,"A0A0N5B2Y9","",NA,"",NA,"SVE_1925700",0.789889,"",NA
"76","SPAL_0000045200",0,0.54576879200817,0.0403049034904177,0.0535022425107429,0.101530908234084,0.195883065681545,0,0.0258050165857123,0,0,"SPAL_scaffold0000083","",NA,"membrane","A0A0N5B301","",NA,"",NA,"SVE_1916900",39.3103,"",NA
"77","SPAL_0000045300",0,0.108481973984736,0.12020891676748,0.0958379445898995,0.101025559855383,0.02787675659803,0,0,0.0820512695096854,0.133949531002194,"SPAL_scaffold0000083","",NA,"membrane","A0A0N5B302","",NA,"",NA,"SVE_1916900",20.3947,"",NA
"78","SPAL_0000046300",0,0,0,0,0,0,0,0,0,0,"SPAL_contig0002838","CUB domain-containing protein","Dynein_C_barrel",NA,"A0A0N5B312","",NA,"",NA,"",NA,"",NA
"79","SPAL_0000046400",0,2.0133454431263e-05,1.16816132150041e-09,5.51626871041374e-09,0,8.63113314145247e-09,0,0,0,0,"SPAL_contig0002838","C2 NT-type domain-containing protein",NA,NA,"A0A0N5B313","",NA,"",NA,"",NA,"",NA
"80","SPAL_0000046700",0,0.0271607797457527,0,0,0,0,0,0.0763092453617227,0,0.0667886495057996,"SPAL_contig0000973","HUN domain-containing protein",NA,NA,"A0A0N5B316","",NA,"",NA,"SVE_1099400",1.63934,"",NA
"81","SPAL_0000047100",0,0.0538250799449932,0.0794564281102924,0,0,0,0,0,0.378928842680144,0,"SPAL_contig0001027","","Galactose-bd-like_sf",NA,"A0A0N5B320","SSTP_0000199400",70,"SRAE_2000082500 | WBGene00261025",68.4615,"SVE_0647800",72.3077,"Y105E8B.9 | WBGene00013693",52.3077
"82","SPAL_0000047400",0,0.135654470011713,0.0400648209112633,0.0529551373216266,0,0,0,0,0.0468350616571983,0,"SPAL_contig0002983","HTH_48 domain-containing protein","WH-like_DNA-bd_sf, Mos1_HTH",NA,"A0A0N5B323","",NA,"",NA,"SVE_2015500",23.8806,"",NA
"83","SPAL_0000047500",0,0.0536866513840251,0,0,0,0,0,0,0,0,"SPAL_contig0004221","GTPase ObgE",NA,NA,"A0A0N5B324","",NA,"",NA,"",NA,"",NA
"84","SPAL_0000048100",0,0,0,0,0,0,0,0.0118877362252781,0,0,"SPAL_contig0003171","DDE_Tnp_1_7 domain-containing protein","PGBD",NA,"A0A0N5B330","",NA,"",NA,"SVE_1995900",24.0838,"",NA
"85","SPAL_0000048200",0,0.0272208141474757,0,0,0,0,0,0.0256564588978121,0,0,"SPAL_contig0003734","Conserved domain protein",NA,NA,"A0A0N5B331","",NA,"",NA,"",NA,"",NA
"86","SPAL_0000049300",0,0.107841093106371,0,0.0539608970564248,0.0337912618564892,0,0.0648323345928257,0.18141656929437,0.122930703102113,0,"SPAL_contig0000112","","Sulfotransferase, Chst-1","positive regulation of response to oxidative stress, chondroitin sulfate biosynthetic process, chondroitin 4-sulfotransferase activity, sulfotransferase activity, membrane","A0A0N5B342","SSTP_0000934200",69.9367,"SRAE_2000506600 | WBGene00265318",72.1519,"SVE_0590400",92.4051,"K07H8.8 | WBGene00019508",25
"87","SPAL_0000049400",0.0959015496990191,0.107451719254453,0.039538569632024,0.081310832437722,0.101420563962997,0.0566224168252964,0,0,0.327231840178602,0.0661391092581804,"SPAL_contig0000112","Guanylate cyclase","Prot_kinase_dom, A/G_cyclase, ANF_lig-bd_rcpt, Kinase-like_dom_sf, A/G_cyclase_CS, Peripla_BP_I, Nucleotide_cyclase","phosphorus-oxygen lyase activity, cyclic nucleotide biosynthetic process, protein kinase activity, intracellular signal transduction, protein phosphorylation, ATP binding, membrane, guanylate cyclase activity, cGMP biosynthetic process, lyase activity","A0A0N5B343","",NA,"",NA,"SVE_0573200",94.0678,"gcy-14 | WBGene00001540",35.2166
"88","SPAL_0000050900",0,0.09055689018232,0,0,0,0,0,0.0280636407746851,0.0409349995790205,0,"SPAL_contig0003548","CCHC-type domain-containing protein","RT_dom, Znf_CCHC, Znf_CCHC_sf, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf","nucleic acid binding, zinc ion binding, cytoplasm, enzyme binding","A0A0N5B358","",NA,"",NA,"SVE_0217800",16.6234,"",NA
"89","SPAL_0000051300",0,0,0,0,0,0,0,0,0,0,"SPAL_contig0003103","Reverse transcriptase domain-containing protein","RT_dom, Aspartic_peptidase_AS, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf","aspartic-type endopeptidase activity, proteolysis","A0A0N5B361","",NA,"",NA,"",NA,"",NA
