"","geneID","FLF-ERR146941","FLF-ERR146942","FLF-ERR146943","iL3a-ERR146944","iL3a-ERR146945","iL3a-ERR146946","iL3-ERR146947","iL3-ERR146948","iL3-ERR146949","pfL1-ERR146950","pfL1-ERR146951","pfL1-ERR146952","ppL1-ERR146953","ppL1-ERR146954","ppL1-ERR146955","ppL3-ERR146956","ppL3-ERR146957","ppL3-ERR146958","PF-ERR146959","PF-ERR146960","PF-ERR146961","FLM-SRR13343624","FLM-SRR13343626","FLM-SRR13343625","XLOC_IDs","Location","Description","InterPro","GO_term","UniProtKB","GS1_homologID","GS1_percent_homology","GS2_homologID","GS2_percent_homology","GS3_homologID","GS3_percent_homology","GS4_homologID","GS4_percent_homology"
"11","SSTP_0000001500",0,0.0172740129225518,0.0178765052694593,0.170202680050456,0.0548497341731677,0.181165416627982,0.130989328567204,0.407503818938628,0.220338761253403,0,0.0163395132267713,0.018200772399481,0.0255927303774642,0.0165433017559297,0.016566779673322,0.0235302553329549,0.117610590606589,0.0665327347385258,0,0.0241540552557263,0.0933954975900666,0,0,0,"XLOC_010867 | TCONS_00016196.p1","Ss_chrX.5","Reverse transcriptase domain-containing protein",NA,NA,"A0A0K0DRZ9","",NA,"",NA,"",NA,"",NA
"12","SSTP_0000004600",0,0.0194684093986383,0.0541705962081468,0.0171374170280238,0.0424531878214085,0.0180083679927602,0.044285961968827,0.0554027341670386,0.073745889810234,0,0,0,0.0252580678655839,0.0163652123558132,0,0.164374746372888,0.116630045221225,0.225504665340954,0,0.0276914593053174,0.091684106260747,0,0.0234073524944393,0.0430094285407921,"XLOC_008642 | TCONS_00012901.p1","Ss_chrX.2","BED-type domain-containing protein","Znf_BED, RNaseH-like_sf, Znf_C2H2_sf","metal ion binding, DNA binding","A0A0K0DS32","",NA,"",NA,"",NA,"",NA
"13","SSTP_0000004650",0,0,0.0178169217367549,0,0,0,0,0,0,0,0,0,0,0,0,0.0234127743143111,0,0.0221637495647129,0,0,0.0464421354890853,0,0,0.0209860740937593,NA,NA,"H15 domain-containing protein","AT_hook_DNA-bd_motif","DNA binding","A0A0K0DS33","",NA,"",NA,"",NA,"",NA
"14","SSTP_0000004800",0,0,0,0,0.732686750085305,0,0,0,0,0,0,0,0,0,0,0,0.158818556661321,0,0,0.684402335100375,0,0,0,0,NA,NA,"HTH_48 domain-containing protein","Transposase_1, WH-like_DNA-bd_sf, RNaseH_sf, Mos1_HTH","nucleic acid binding","A0A0K0DS35","",NA,"SPAL_0001337600",30.2941,"SVE_0104900",15,"",NA
"15","SSTP_0000004900",0.033767109937301,0.0344031907232529,0.0541020776171674,0.188509399408396,0.13072913340455,0.288748683405526,0,0,0,0,0.0165622310955997,0,0,0,0,0.21163317407362,0.0467221679955395,0.151893382091336,0.451702235468726,0.293027356443005,0.321830864199828,0.0704238510764637,0,0.021472570781795,"XLOC_009289 | TCONS_00014091.p1","Ss_chrX.2","Integrase catalytic domain-containing protein","Integrase_cat-core, RNaseH-like_sf, RNaseH_sf, Integrase_H2C2","nucleic acid binding, DNA integration","A0A0K0DS36","SRAE_0000075800 | WBGene00256517",24.3976,"SPAL_0000211000",56.6265,"SVE_0081300",17.7711,"",NA
"16","SSTP_0000005000",0.0677443332996526,0.0172084684322773,0.0542191318466248,0.411364190627647,0.337064251123835,0.683575063490799,0,0,0.0368422546520695,0,0,0,0,0.0327007184385907,0.0160523742333872,0.14079999270965,0.0699275268377369,0.129466072815829,0.270386914902816,0.342289476519428,0.274627469127866,0.0234921596394567,0,0.0215266564083344,"XLOC_009290 | TCONS_00014092.p1","Ss_chrX.2","Reverse transcriptase domain-containing protein","RT_dom, AT_hook_DNA-bd_motif, Peptidase_aspartic_dom_sf, RT_RNaseH_2, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf","DNA binding","A0A0K0DS37","SRAE_0000071700 | WBGene00256474",30.5949,"SPAL_0000616400",41.9263,"SVE_1274100",36.7328,"",NA
"17","SSTP_0000005050",0,0,0.0178802687727284,0,0,0,0,0.0273762715273136,0,0.0167552538515218,0.0163809360558914,0,0,0,0,0,0.0234672029143426,0.0220471621996174,0.181395906413517,0.0242469492161218,0.069742013488316,0,0,0,"XLOC_008646 | TCONS_00013742.p1","Ss_chrX.2","DDE_Tnp_1_7 domain-containing protein","PGBD",NA,"A0A0K0DS38","",NA,"",NA,"",NA,"",NA
"18","SSTP_0000005200",0.0333399835357677,0,0.0180014593072165,0.0171123781545852,0.0916127987549607,0.0364326054537701,0,0.0545128941156212,0.0368483690073307,0,0,0,0,0,0,0,0.023660710983584,0,0.0909276920777925,0,0.0704843524607938,0,0,0,NA,NA,"",NA,NA,"A0A0K0DS40","",NA,"",NA,"",NA,"",NA
"19","SSTP_0000005225",0.0166771573267101,0.0171972818557718,0.0178934297946182,0.0341811429611658,0.166033270496165,0.181525222160218,0.109637115379193,0.0547803359203181,0.0369764142033327,0,0,0,0,0.0165241125054445,0,0.0235733608140475,0.070471261343563,0.0220715571890056,0.0907688675707377,0.072804153827729,0.0930748777027822,0.0233820320835477,0,0,"XLOC_008647 | TCONS_00012903.p1","Ss_chrX.2","DDE_3 domain-containing protein","RNaseH_sf","nucleic acid binding","A0A0K0DS41","",NA,"",NA,"",NA,"",NA
"20","SSTP_0000005250",0,0,0.0181583500665543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243850333459429,0,0,0,0,NA,NA,"",NA,NA,"A0A0K0DS42","",NA,"",NA,"",NA,"",NA
"21","SSTP_0000005275",0,0.0174159720926301,0,0.119560141745736,0.0548053925398338,0.0545290682189468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234457758230088,0.0234902320688226,0,0.0211927559606989,"XLOC_009294 | TCONS_00014095.p1","Ss_chrX.2","Ovule protein",NA,NA,"A0A0K0DS43","",NA,"",NA,"",NA,"",NA
"22","SSTP_0000005300",0,0,0.0180783546318943,0.0170358999064465,0.0182568958459996,0.0906814889071504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234443410060764,0,0,0,"XLOC_009294 | TCONS_00014095.p1","Ss_chrX.2","",NA,NA,"A0A0K0DS44","",NA,"",NA,"",NA,"",NA
"23","SSTP_0000005400",0,0,0,0.25592754886737,0.185140799439132,0.162636660040189,0,0,0,0,0,0,0,0,0.0162412518098667,0.0234997881111413,0.0233555223373435,0,0,0.0242683113770646,0.0461726572670362,0.0233485450796992,0,0,"XLOC_009294 | TCONS_00013405.p1","Ss_chrX.2","",NA,NA,"A0A0K0DS45","",NA,"SPAL_0001092700",0,"",NA,"",NA
"24","SSTP_0000005700",0.0673594493524411,0.189029474303572,0.107984240795449,0.0171201857264616,0.0186309425865158,0.108399125333862,0,0,0,0.0168018465897711,0.01652305742223,0,0,0.0164092388969754,0.016177657580475,0.188163945872598,0.116857114771119,0.0870162205796321,0.542359584009291,0.512005758060391,0.506663811820605,0,0.0233354045874106,0.0428468509188456,"XLOC_008648 | TCONS_00013745.p1","Ss_chrX.2","Zf-RVT domain-containing protein",NA,NA,"A0A0K0DS48","",NA,"SPAL_0000612100",55.4217,"",NA,"",NA
"25","SSTP_0000005800",0.0506916237607567,0.085984813938904,0.0360835774537039,0,0,0.0180159775727237,0,0,0,0,0.0165720180261243,0,0,0,0,0,0.0933216826952396,0.021641329374221,0.0902176349530357,0.439571422016096,0.389933206062388,0,0,0,"XLOC_008648 | TCONS_00013745.p1","Ss_chrX.2","Reverse transcriptase domain-containing protein","RT_dom, DNA/RNA_pol_sf",NA,"A0A0K0DS49","SRAE_X000237300 | WBGene00267958",23.6486,"SPAL_0000417100",22.7477,"",NA,"",NA
"26","SSTP_0000005900",0.0168219804040329,0.0686911911168414,0.089898392914626,0,0,0,0,0.0275939523766823,0,0,0,0,0.0253293790885322,0,0.0161799669336754,0,0.0233629808754766,0,0.0903620076546076,0.14616991252378,0.207273700866014,0,0,0,"XLOC_008648 | TCONS_00013745.p1","Ss_chrX.2","Zf-RVT domain-containing protein",NA,NA,"A0A0K0DS50","",NA,"SPAL_0000612100",53.3898,"",NA,"",NA
"27","SSTP_0000006000",0,0.0171974845458605,0.0177586093950045,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233745309331871,0.0220570595011801,0,0.071865272793764,0.0231890916147551,0,0,0,"XLOC_008648 | TCONS_00012905.p1","Ss_chrX.2","Cytochrome P450",NA,NA,"A0A0K0DS51","",NA,"SPAL_0000612100",46.4646,"",NA,"",NA
"28","SSTP_0000006050",0.0329664758547263,0,0,0.0334607525016046,0,0.0178096531217121,0,0,0,0,0,0,0,0.0165816654798605,0.0167376853962356,0,0.117139191166302,0.066852498829634,0.266487450950977,0.118966377708369,0.184341999211211,0,0,0,"XLOC_008648 | TCONS_00013745.p1","Ss_chrX.2","",NA,NA,"A0A0K0DS52","",NA,"",NA,"",NA,"",NA
"29","SSTP_0000006100",0.0166927583349998,0.0348523568912455,0.0179947450271265,0,0.018352634309911,0.0182217972825479,0.0219152429874755,0.0272776160440725,0.0368858718396338,0,0,0,0,0,0,0.165790299120313,0.0473709048344195,0,0,0.218463572862685,0.211476731594523,0,0,0,"XLOC_008648 | TCONS_00012907.p1","Ss_chrX.2","",NA,NA,"A0A0K0DS53","",NA,"",NA,"",NA,"",NA
"30","SSTP_0000006200",0.0167322205586888,0,0,0.0170780827501807,0,0,0,0,0,0,0.0164350444463567,0,0,0,0,0.0470554312421263,0.0467653732309505,0.0437367322168489,0.452190079812292,0.170012701108818,0.115593107632906,0,0,0,"XLOC_008648 | TCONS_00012908.p1","Ss_chrX.2","",NA,NA,"A0A0K0DS54","SRAE_X000237300 | WBGene00267958",22.4852,"SPAL_0000417100",22.4852,"",NA,"",NA
"31","SSTP_0000006300",0,0.051498236267543,0,0.0342022884031739,0,0,0,0.0275557182545865,0,0,0,0,0,0,0,0.070558786668224,0.0467609490766216,0.0436135173244411,0.180844089470281,0.26770381075793,0.069218379287648,0.0234045022208897,0,0.0427363887898103,"XLOC_008648 | TCONS_00013745.p1","Ss_chrX.2","Reverse transcriptase domain-containing protein","RT_dom, DNA/RNA_pol_sf",NA,"A0A0K0DS55","SRAE_X000237300 | WBGene00267958",34.1584,"SPAL_0000417100",25.2475,"",NA,"",NA
"32","SSTP_0000006400",0.0506158910703249,0.0171978787140958,0,0.20559543937268,0.149313999018892,0.0902712798512495,0.0221131705462947,0.0553170633694382,0.036942351113511,0,0,0,0,0,0,0.117598662081443,0.116833562550278,0.0651517754534838,0.271092324427388,0.219691150813236,0.2530265811054,0.0704006205192238,0.0467378313243893,0.0214600724932494,"XLOC_008648 | TCONS_00012909.p1","Ss_chrX.2","Zf-RVT domain-containing protein",NA,NA,"A0A0K0DS56","",NA,"SPAL_0000612100",42.5249,"",NA,"",NA
"33","SSTP_0000006425",0,0.035165621474586,0.0180149190692255,0.152163100262213,0.108699101262982,0.0720484483330171,0,0,0,0,0,0,0,0,0,0.0947633903510738,0,0.112370132391847,0,0.0240328183787716,0.0232558974461986,0.023551172200767,0.0458694381850376,0,NA,NA,"Ovule protein",NA,NA,"A0A0K0DS57","",NA,"",NA,"",NA,"",NA
"34","SSTP_0000012100",0,0.0343850072982739,0.0720880480179868,0.0171285079267037,0.0746500084242527,0.0180425005877388,0.0442177726025422,0,0,0,0,0,0.0253018481497644,0.0163905225229183,0,0.0557103917703078,0.047140298321296,0.0217762606439126,0,0.146427309372433,0.390739863409198,0.0234616369499354,0.0467304350541868,0.0858310751072044,"XLOC_007728 | TCONS_00012223.p1","Ss_chr2","Sulfotransfer_1 domain-containing protein","Sulfotransferase, Chst-1","membrane, positive regulation of response to oxidative stress, chondroitin 4-sulfotransferase activity, sulfotransferase activity, chondroitin sulfate biosynthetic process","A0A0K0DSB2","SRAE_2000507400 | WBGene00265327",41.9558,"",NA,"",NA,"K07H8.8 | WBGene00019508",22.3975
"35","SSTP_0000012200",0,0.051585715514271,0.0899734812553928,0,0.037248721962402,0,0.817025069028355,0.165713966153383,0.0370075118959646,0,0,0.0184584611947267,0.0253801100826737,0,0.0270239019108878,0.117766440333005,0,0.0654444101916796,0,0,0,0.0234496104279751,0.0933397678312269,0.0428370455202524,"XLOC_007728 | TCONS_00012223.p1","Ss_chr2","Carbohydrate sulfotransferase","Sulfotransferase, Chst-1","membrane, positive regulation of response to oxidative stress, chondroitin 4-sulfotransferase activity, sulfotransferase activity, chondroitin sulfate biosynthetic process","A0A0K0DSB3","SRAE_2000507400 | WBGene00265327",51.3761,"",NA,"",NA,"K07H8.8 | WBGene00019508",22.0183
"36","SSTP_0000012300",0.0168245301537051,0.0171963682944997,0.0179914705147788,0,0,0,0,0,0,0,0,0,0,0,0,0.0571611618267281,0,0.0317571846227164,0,0,0,0.0234495109332215,0,0,"XLOC_007728 | TCONS_00012223.p1","Ss_chr2","","Sulfotransferase, Chst-1","membrane, positive regulation of response to oxidative stress, chondroitin 4-sulfotransferase activity, sulfotransferase activity, chondroitin sulfate biosynthetic process","A0A0K0DSB4","SRAE_2000507400 | WBGene00265327",58.3732,"",NA,"",NA,"K07H8.8 | WBGene00019508",25.8373
"37","SSTP_0000021200",0,0,0.0180708915778396,0.203579978385824,0.290797889430042,0.252827730275352,0.0651624413817129,0.0807768057214277,0.036274776047643,0.100577736287772,0.0820997397756229,0.0359870996318465,0.104213821914747,0.0167263932693585,0.0168492540914828,0.0474940339626824,0.0711056763484703,0.0450448797808611,0,0.0241184009378166,0.0932972402375987,0.0236007517229651,0.0690075420974822,0.0212241114393537,"XLOC_003023 | TCONS_00004866.p1","Ss_chr1","",NA,"membrane","A0A0K0DSK0","",NA,"",NA,"",NA,"",NA
"38","SSTP_0000022750",0,0.0341128593514461,0.0382076876167329,0,0.0206996817421074,0,0,0,0,0,0,0,0,0.016678789676477,0,0.0997389561037544,0.107094655173749,0.060857345768346,0,0.0744650237378254,0.067036449739757,0.0217044753190816,0.119045686182675,0,NA,NA,"",NA,NA,"A0A0K0DSL6","",NA,"",NA,"",NA,"",NA
"39","SSTP_0000032400",0.0166437833510292,0.0173064362279783,0.0358054175309793,0.0170427652752416,0,0.0725817012321065,0,0,0.0367828532936942,0,0,0,0,0,0,0.0471389894591926,0.0471223804557237,0.0444231486652057,0.634501258252659,0.65294324998341,0.444284363757381,0.0935673119942047,0.092274415638929,0.084589193256924,"XLOC_008070 | TCONS_00012404.p1","Ss_chrX.1","BZIP domain-containing protein",NA,NA,"A0A0K0DSW1","",NA,"",NA,"",NA,"",NA
"40","SSTP_0000035150",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,"",NA,NA,"A0A0K0DSZ0","",NA,"",NA,"",NA,"",NA
"41","SSTP_0000036100",0,0,0,0,0,0,0,0,0,0,0,0,0.00202168950802539,0.179758720948143,0.0845822370259317,0,0,0,0,0,0,0.0151573903281476,0.0301662993918829,0,"XLOC_003442 | TCONS_00010366.p1","Ss_chr2","",NA,NA,"A0A0K0DT00","",NA,"",NA,"",NA,"",NA
"42","SSTP_0000036200",0.10439258895288,0.0264901094114199,0.0609155409581799,0.340648916810644,0.243518035391891,0.212437999201773,0.154471281517534,0.110759100531556,0.0999168319462286,0.198606720237739,0.186413439183824,0.243887226837716,0.0784934807092866,0.111513895905974,0.0768425994029503,0.103316184617541,0.0210199609922183,0.0560674812947491,0,0.0529405280548861,0.0246459643552792,0,0,0.0200259852989464,"XLOC_003429 | TCONS_00010356.p1","Ss_chr2","Cytochrome oxidase subunit III",NA,"membrane","A0A0K0DT01","",NA,"",NA,"",NA,"",NA
"43","SSTP_0000037200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442340382303129,0,0,0,0.0912579039677162,0.0672005820782129,0.0500782634496523,0,0,"XLOC_004826 | TCONS_00006705.p1","Ss_chr2","",NA,NA,"A0A0K0DT11","",NA,"",NA,"",NA,"",NA
"44","SSTP_0000054300",0.0336469708305048,0.0343572331514581,0.0539503117337393,0.342298941588113,0.409515172001748,0.343377610537908,0.220662002436667,0.469205232934706,0.14783668978681,0.0335921858456993,0.0825476566178764,0.0922171161771675,0.101376941216284,0.13131730042823,0.0647693444216797,0.0705651221012352,0.0467503854920669,0.0217736864790952,0,0.0243683393725688,0.0230463666874223,0,0,0,"XLOC_007074 | TCONS_00009241.p1","Ss_chr2","XK-related protein",NA,"membrane","A0A0K0DTI2","SRAE_2000212400 | WBGene00262332",80,"SPAL_0001620500",71.3043,"SVE_0446000",69.1304,"",NA
"45","SSTP_0000064000",0,0,0,0.0178462451171933,0.0408504571717993,0.0729745888092448,0,0,0,0,0,0,0,0,0,0.0549726440777791,0.0236732422326712,0.0362126565809244,0,0.17202091260982,0.0404570617598534,0,0.0595292354745861,0.0438874526078722,NA,NA,"",NA,NA,NA,"",NA,"",NA,"",NA,"",NA
"46","SSTP_0000064300",0,0,0,0,0,0.017961911249142,0,0,0,0,0,0,0,0,0,0,0.0232598110182992,0.064734204152455,0,0,0.0457388272131978,0,0,0,"XLOC_009168 | TCONS_00014021.p1","Ss_chrX.2","Helicase C-terminal domain-containing protein","Helicase_C, P-loop_NTPase",NA,"A0A0K0DTS9","",NA,"",NA,"",NA,"",NA
"47","SSTP_0000064400",0.0335460404169004,0.0515654388237073,0.0717986888747283,0.171185265819482,0.167110786525507,0.290122958968433,0.0220132981061259,0.0550732328156727,0,0.0335825726243831,0.0329490668765141,0.0368461949880472,0.0254432942174841,0.0494057461135368,0.0326041374012501,0.0943223045177394,0.117174705797897,0.197235395964575,0.362612461718606,0.097386397143549,0.092673130513725,0.281110680576341,0.302594771929802,0.234925850160032,"XLOC_009169 | TCONS_00013318.p1","Ss_chrX.2","C2H2-type domain-containing protein",NA,NA,"A0A0K0DTT0","",NA,"",NA,"",NA,"",NA
"48","SSTP_0000064450",0.0337384930976792,0.0687900042643873,0.0901128214691514,0.0856637886784589,0.0373232845742392,0.0180573728964003,0,0.055309089112217,0,0,0.0331006110746566,0,0,0.0164028481635104,0.0161555553586501,0.0940893063549344,0.0233683205466962,0.260684602287702,0,0.0976343648164815,0.0920314954525265,0.0469318988977872,0.0233664853772823,0.0214572331249264,"XLOC_008523 | TCONS_00013681.p1","Ss_chrX.2","SPK domain-containing protein",NA,NA,"A0A0K0DTT1","",NA,"",NA,"",NA,"",NA
"49","SSTP_0000064600",0,0,0.0179239473700799,0,0.018546727129478,0,0,0,0,0,0,0,0,0,0,0,0,0.0218728168842502,0,0.0486222108111401,0.0231270132743392,0,0,0,"XLOC_009170 | TCONS_00014022.p1","Ss_chrX.2","DUF1670 domain-containing protein",NA,NA,"A0A0K0DTT3","",NA,"",NA,"SVE_0392400",45.977,"",NA
"50","SSTP_0000064800",0.0337621575541019,0,0.0180304178783754,0.0342635173448775,0.0186724001172954,0.0541126748400815,0,0,0.0369179760676089,0,0,0,0,0.0327741778035765,0,0.0940174020314256,0.093401983972868,0.130110260668588,0,0.0976510860146125,0.114872501317972,0.0234679393924837,0.0467508596695791,0.0214686862729068,"XLOC_009171 | TCONS_00014023.p1","Ss_chrX.2","PRE_C2HC domain-containing protein",NA,NA,"A0A0K0DTT5","",NA,"",NA,"SVE_1494700",18.6047,"",NA
"51","SSTP_0000065000",0.0169382906158922,0.051633202214893,0.126528476040504,0.205714581870155,0.056184794325704,0.0359843881298328,0,0.0277269358220806,0.0736980134934349,0,0,0,0,0.0490600239269386,0,0.0704122772846286,0.0699399717438501,0.151075679047155,0.270435724226252,0.415698497745469,0.412023814783027,0.187965403070634,0,0.12917766228878,"XLOC_009189 | TCONS_00014036.p1","Ss_chrX.2","CCHC-type domain-containing protein","RT_dom, Znf_CCHC, Aspartic_peptidase_AS, RNaseH-like_sf, RNaseH_sf, RT_RNaseH_2, Rev_trsase/Diguanyl_cyclase, DNA/RNA_pol_sf","proteolysis, nucleic acid binding, zinc ion binding, transferase activity, nucleotidyltransferase activity, DNA polymerase complex, aspartic-type endopeptidase activity, RNA-templated DNA biosynthetic process, RNA-directed DNA polymerase activity, DNA-directed DNA polymerase activity, DNA biosynthetic process","A0A0K0DTT7","",NA,"SPAL_0000881000",13.43,"SVE_1661900",11.5942,"",NA
"52","SSTP_0000065100",0,0,0,0,0,0.0180217548857951,0,0.027646409746859,0,0,0,0.0184662550467778,0,0,0,0,0.0233308827773836,0.0216642541034493,0,0.0243953079270333,0.0459068015689551,0,0.0233593500301581,0,"XLOC_008539 | TCONS_00012824.p1","Ss_chrX.2","EKC/KEOPS complex subunit CGI121",NA,NA,"A0A0K0DTT8","",NA,"",NA,"",NA,"",NA
"53","SSTP_0000065200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234990120096935,0,0,0.0902810570087081,0.0243988852339603,0.0229750327872852,0.0234557970589648,0.070080966822061,0,"XLOC_009189 | TCONS_00013333.p1","Ss_chrX.2","DUF4476 domain-containing protein",NA,NA,"A0A0K0DTT9","",NA,"SPAL_0000351900",33.1269,"SVE_0770600",23.839,"",NA
"54","SSTP_0000065300",0,0,0,0,0.0372481287574075,0.0180030184634784,0,0,0,0,0,0,0.0252465438507495,0,0,0.0234561988730764,0,0.0432988667757263,0.180233474974952,0.0974139485104331,0.114668061317405,0,0,0,"XLOC_009189 | TCONS_00013334.p1","Ss_chrX.2","",NA,NA,"A0A0K0DTU0","",NA,"",NA,"",NA,"",NA
"55","SSTP_0000065400",0,0.0344201871973541,0.0180771266426411,0.0171415108207358,0.0187307609210379,0.0359713561781125,0,0,0,0,0,0,0,0.01634810318213,0,0.563150237766297,0.302988694359323,0.388262240737658,0.0901190697370241,0,0.228795774966115,0.0234949685294858,0,0.0215321218554352,"XLOC_009189 | TCONS_00014036.p1","Ss_chrX.2","",NA,NA,NA,"",NA,"",NA,"",NA,"",NA
"56","SSTP_0000065600",0,0,0,0,0.0373920069887772,0,0,0.0553753224916479,0.0368567179337296,0,0,0,0,0,0,0.0469431123629622,0.0932624057983829,0.151279918242219,0.0901581053785057,0.146542852384123,0.0458227832503946,0.0704163651909548,0,0,"XLOC_009191 | TCONS_00014039.p1","Ss_chrX.2","DDE_Tnp_1_7 domain-containing protein","PGBD",NA,"A0A0K0DTU1","",NA,"SPAL_0001664000",19.7487,"",NA,"",NA
